0,1,2,3
삼성카드,A029780,115858891,3330943116250.0
유한양행,A000100,66856810,3275983690000.0
이마트,A139480,27875819,3177843366000.0
에스원,A012750,37999178,3138732102800.0
CJ대한통운,A000120,22812344,3113884956000.0
TIGER 200,A102110,124750000,3113136250000.0
한미약품,A128940,11843029,3091030569000.0
LG이노텍,A011070,23667107,2958388375000.0
호텔신라,A008770,39248121,2955383511300.0
포스코케미칼,A003670,60988220,2872545162000.0
롯데지주,A004990,104909237,2759112933100.0
삼성중공업,A010140,630000000,2740500000000.0
한국타이어앤테크놀로지,A161390,123875069,2681895243850.0
대림산업,A000210,34800000,2613480000000.0
한국금융지주,A071050,55725992,2607976425600.0
BGF리테일,A282330,17283906,2575301994000.0
삼성증권,A016360,89300000,2536120000000.0
DB손해보험,A005830,70800000,2534640000000.0
롯데쇼핑,A023530,28288755,2517699195000.0
현대제철,A004020,133445785,2482091601000.0
NH투자증권,A005940,281408887,2462327761250.0
더존비즈온,A012510,29672700,2424259590000.0
GS리테일,A007070,77000000,2406250000000.0
신세계,A004170,9845181,2333307897000.0
쌍용양회,A003410,503859595,2332869924850.0
현대차2우B,A005387,36485451,2327771773800.0
삼성엔지니어링,A028050,196000000,2263800000000.0
한국가스공사,A036460,92313000,2257052850000.0
한국항공우주,A047810,97475107,2207811173550.0
한화솔루션,A009830,161479290,2171896450500.0
CJ,A001040,29176998,2138673953400.0
두산밥캣,A241560,100249166,2115257402600.0
하이트진로,A000080,70133611,2072448205050.0
현대해상,A001450,89400000,2051730000000.0
휠라홀딩스,A081660,60752222,1998748103800.0
제일기획,A030000,115041225,1967204947500.0
금호석유,A011780,30467691,1946885454900.0
오뚜기,A007310,3605237,1928801795000.0
대한항공,A003490,94844634,1892150448300.0
한미사이언스,A008930,66011149,1848312172000.0
녹십자,A006280,11686538,1840629735000.0
농심,A004370,6082642,1794379390000.0
GS건설,A006360,80097804,1770161468400.0
대우조선해양,A042660,107205752,1736733182400.0
포스코인터내셔널,A047050,123375149,1721083328550.0
메리츠종금증권,A008560,617310701,1682171660225.0
팬오션,A028670,534569207,1675874463945.0
일진머티리얼즈,A020150,46110835,1669212227000.0
TIGER 단기통안채,A157450,16482000,1655040030000.0
동서,A026960,99700000,1655020000000.0
KODEX 200선물인버스2X,A252670,220200000,1621773000000.0
SKC,A011790,37534555,1621492776000.0
키움증권,A039490,22099740,1600021176000.0
부광약품,A003000,64837978,1556111472000.0
현대엘리베이,A017800,27199334,1550362038000.0
KODEX 단기채권,A153130,14934000,1525881450000.0
BNK금융지주,A138930,325935246,1515598893900.0
F&F,A007700,15400000,1512280000000.0
현대백화점,A069960,23402441,1497756224000.0
한샘,A009240,23533928,1470870500000.0
현대차우,A005385,24356685,1458965431500.0
한전KPS,A051600,45000000,1444500000000.0
KODEX 코스닥150 레버리지,A233740,206000000,1431700000000.0
신세계인터내셔날,A031430,7140000,1428000000000.0
메리츠화재,A000060,113680000,1409632000000.0
KBSTAR 200,A148020,56450000,1405040500000.0
LG생활건강우,A051905,2099697,1387899717000.0
메리츠금융지주,A138040,140224314,1381209492900.0
효성,A004800,21071025,1380152137500.0
한화,A000880,74958735,1356753103500.0
NHN,A181710,19565025,1344117217500.0
대우건설,A047040,415622638,1309211309700.0
한올바이오파마,A009420,52240638,1240715152500.0
SK네트웍스,A001740,248187647,1234733543825.0
한화생명,A088350,868530000,1228969950000.0
KCC,A002380,8886471,1226332998000.0
HDC현대산업개발,A294870,65907330,1219285605000.0
현대미포조선,A010620,39942149,1218235544500.0
만도,A204320,46957120,1206797984000.0
KODEX 종합채권(AA-이상)액티브,A273130,10901000,1196275740000.0
LG화학우,A051915,7688800,1184075200000.0
한화에어로스페이스,A012450,50630000,1182210500000.0
LS ELECTRIC,A010120,30000000,1164000000000.0
이노션,A214320,20000000,1122000000000.0
대웅제약,A069620,11586575,1104200597500.0
TIGER TOP10,A292150,134950000,1103216250000.0
LS,A006260,32200000,1101240000000.0
영원무역,A111770,44311468,1101139979800.0
파미셀,A005690,59958950,1097248785000.0
KODEX MSCI Korea TR,A278540,139900000,1096116500000.0
신풍제약,A019170,52984990,1083543045500.0
녹십자홀딩스,A005250,47028210,1081648830000.0
DB하이텍,A000990,44398588,1081105617800.0
KODEX 200TR,A278530,135600000,1064460000000.0
두산솔루스,A336370,30589758,1044640235700.0
현대상선,A011200,316552195,1038291199600.0
현대로템,A064350,85000000,1037000000000.0
KODEX 삼성그룹,A102780,170400000,1018992000000.0
종근당,A185750,10885685,979711650000.0
태영건설,A009410,76400000,977920000000.0
두산중공업,A034020,253140778,973326291410.0
한국콜마,A161890,22881180,966729855000.0
TRUE 코스피 양매도 5% OTM ETN,Q570019,98900000,955868500000.0
SK케미칼,A285130,11741396,947530657200.0
현대위아,A011210,27195083,945029134250.0
GKL,A114090,61855670,943298967500.0
영진약품,A003520,182892731,932752928100.0
한솔케미칼,A014680,11295195,931853587500.0
영풍,A000670,1842040,930230200000.0
OCI,A010060,23849371,918200783500.0
금호타이어,A073240,287260287,917796616965.0
한국테크놀로지그룹,A000240,93020173,910667493670.0
두산인프라코어,A042670,208161279,897175112490.0
HANARO 200,A293180,35600000,887152000000.0
오리온홀딩스,A001800,62645422,873903636900.0
지누스,A013890,14206749,873715063500.0
코리안리,A003690,120369116,870268708680.0
JB금융지주,A175330,196982894,862785075720.0
더블유게임즈,A192080,18265502,858478594000.0
롯데리츠,A330590,171968884,852965664640.0
쿠쿠홈시스,A284740,22437330,840278008500.0
한화시스템,A272210,110230389,837750956400.0
코스맥스,A192820,10049509,834109247000.0
태광산업,A003240,1113400,830596400000.0
롯데정밀화학,A004000,25800000,825600000000.0
아시아나항공,A020560,223235294,819273528980.0
현대오토에버,A307950,21000000,811650000000.0
KODEX 인버스,A114800,112300000,806314000000.0
롯데제과,A280360,6416717,805297983500.0
코오롱인더,A120110,26978840,794526838000.0
롯데칠성,A005300,7993460,791352540000.0
아이에스동서,A010780,30892606,784672192400.0
동부제철,A016380,100008897,780069396600.0
DGB금융지주,A139130,169145833,777225102635.0
화승엔터프라이즈,A241590,60536670,768815709000.0
현대홈쇼핑,A057050,12000000,724800000000.0
삼양식품,A003230,7533015,718649631000.0
KODEX 단기채권PLUS,A214980,7025000,718306250000.0
현대그린푸드,A005440,97704482,718127942700.0
TIGER MSCI Korea TR,A310970,72500000,718112500000.0
동아에스티,A170900,8443868,713506846000.0
아주캐피탈,A033660,57545890,707814447000.0
NICE,A034310,37882300,704610780000.0
다우기술,A023590,44866617,704405886900.0
동원산업,A006040,3677641,704268251500.0
일양약품,A007570,19085664,693763886400.0
대웅,A003090,58141980,688982463000.0
롯데관광개발,A032350,69275662,687214567040.0
동원F&B,A049770,3859124,686924072000.0
두산,A000150,16523835,685739152500.0
애경산업,A018250,26409935,682696819750.0
에스엘,A005850,48203277,672435714150.0
대상,A001680,34648025,661777277500.0
한전기술,A052690,38220000,661206000000.0
SK가스,A018670,9141781,658208232000.0
아모레퍼시픽우,A090435,10557830,654585460000.0
휴켐스,A069260,40878588,649969549200.0
대덕전자,A008060,78006972,644337588720.0
미래에셋생명,A085620,177016189,632832875675.0
남선알미늄,A008350,110179090,631326185700.0
QV 코스피 변동성 매칭형 양매도 ETN,Q550057,70000000,619850000000.0
후성,A093370,92606819,616761414540.0
JW중외제약,A001060,20920054,615049587600.0
쿠쿠홀딩스,A192400,7112437,614514556800.0
ARIRANG 200,A152100,24400000,611464000000.0
KODEX 코스닥 150,A229200,63050000,610639250000.0
하나투어,A039130,13939185,598687995750.0
대한유화,A006650,6500000,590850000000.0
SPC삼립,A005610,8629009,585046810200.0
동원시스템즈,A014820,25618511,578978348600.0
보령제약,A003850,44200000,561340000000.0
한진,A002320,11974656,556821504000.0
KINDEX 200,A105190,22150000,555854250000.0
한섬,A020000,24630000,551712000000.0
롯데하이마트,A071840,23607712,546518532800.0
종근당홀딩스,A001630,5009861,541064988000.0
SK디스커버리,A006120,19037855,537819403750.0
빙그레,A005180,9851241,533937262200.0
락앤락,A115390,54186600,529944948000.0
동아쏘시오홀딩스,A000640,6138297,528507371700.0
LG상사,A001120,38760000,525198000000.0
HDC,A012630,59741721,522740058750.0
KOSEF 200,A069660,20700000,522261000000.0
대한전선,A001440,856473009,521592062481.0
KODEX WTI원유선물(H),A261220,59225000,520587750000.0
넥센타이어,A002350,97667877,518616426870.0
LIG넥스원,A079550,22000000,517000000000.0
S&T모티브,A064960,14623136,511809760000.0
풍산,A103140,28024278,508640645700.0
효성티앤씨,A298020,4327682,502011112000.0
CJ CGV,A079160,21161313,501523118100.0
SK디앤디,A210980,18990164,501340329600.0
제주항공,A089590,26356758,498142726200.0
삼화콘덴서,A001820,10395000,495841500000.0
제이콘텐트리,A036420,16385071,493190637100.0
씨에스윈드,A112610,17285715,490914306000.0
영원무역홀딩스,A009970,13635592,479291058800.0
진원생명과학,A011000,32937398,477592271000.0
KODEX Top5PlusTR,A315930,40700000,472934000000.0
대신증권,A003540,50773400,472192620000.0
이월드,A084680,95139897,471418189635.0
동양생명,A082640,161358585,470360275275.0
삼성 코스피 양매도 5% OTM ETN,Q530060,50000000,462500000000.0
롯데정보통신,A286940,15396331,459580480350.0
한국토지신탁,A034830,252489230,449430829400.0
유안타증권,A003470,199596576,444102381600.0
화승인더,A006060,55320000,443113200000.0
필룩스,A033180,85812417,438501450870.0
신영증권,A001720,9386237,434582773100.0
서흥,A008490,11569113,432106370550.0
롯데손해보험,A000400,310336320,429815803200.0
한세실업,A105630,40000000,426000000000.0
롯데푸드,A002270,1131870,425583120000.0
에이프로젠제약,A003060,241658328,424110365640.0
경동나비엔,A009450,12739510,422951732000.0
BGF,A027410,95716791,414932288985.0
KODEX 코스피,A226490,21800000,410712000000.0
대한해운,A005880,24427109,409154075750.0
두산퓨얼셀,A336260,55493726,408433823360.0
한일현대시멘트,A006390,16821290,407075218000.0
삼성화재우,A000815,3192000,406980000000.0
삼양홀딩스,A000070,8564271,405518231850.0
현대에이치씨엔,A126560,112876596,404662596660.0
대교,A019680,84702850,403185566000.0
미원에스씨,A268280,5267891,397198981400.0
세방전지,A004490,14000000,396200000000.0
미래에셋대우2우B,A00680K,140000000,393400000000.0
제일약품,A271980,14704872,392620082400.0
덴티움,A145720,11068830,391283140500.0
풀무원,A017810,38090950,386623142500.0
맵스리얼티1,A094800,92834331,383869958685.0
한진중공업,A097230,83274281,380979835575.0
한미반도체,A042700,51501501,378536032350.0
KINDEX 단기통안채,A190620,3762000,378212670000.0
남해화학,A025860,49678843,373088110930.0
지역난방공사,A071320,11578744,370519808000.0
동국제강,A001230,95432737,369324692190.0
삼양사,A145990,10289803,367860457250.0
에이프로젠 KIC,A007460,154439339,367565626820.0
하나제약,A293480,16200000,366120000000.0
LF,A093050,29240000,365500000000.0
삼성 레버리지 WTI원유 선물 ETN,Q530031,105000000,359100000000.0
SMART 200TR,A295040,43950000,359071500000.0
TIGER 단기채권액티브,A272580,7126000,357974610000.0
한국콜마홀딩스,A024720,17938966,357882371700.0
농심홀딩스,A072710,4637790,357109830000.0
케이씨텍,A281820,19839340,356116153000.0
서울가스,A017390,5000000,353500000000.0
LG하우시스,A108670,8967670,351084280500.0
부산가스,A015350,11000000,349800000000.0
LG전자우,A066575,17185992,348875637600.0
KOSEF 200TR,A294400,12100000,344729000000.0
웅진씽크빅,A095720,134173248,344154381120.0
우리종금,A010050,674203406,343843737060.0
아이마켓코리아,A122900,35943340,342180596800.0
스카이라이프,A053210,47821966,340492397920.0
TIGER 200 IT,A139260,16580000,340221600000.0
JW홀딩스,A096760,66452155,338905990500.0
율촌화학,A008730,24800000,338520000000.0
드림텍,A192650,62722835,336194395600.0
KODEX 선진국MSCI World,A251350,25700000,333586000000.0
한국쉘석유,A002960,1300000,332800000000.0
현대건설기계,A267270,19700793,329988282750.0
삼진제약,A005500,13900000,328735000000.0
신영증권우,A001725,7053763,325531162450.0
한독,A002390,13763533,324819378800.0
TIGER 코스닥150,A232080,33440000,324368000000.0
진에어,A272450,30000000,324000000000.0
퍼시스,A016800,11500000,322000000000.0
유니드,A014830,8889843,321812316600.0
이리츠코크렙,A088260,63341590,320508445400.0
한라홀딩스,A060980,10472070,319921738500.0
한화투자증권,A003530,214547775,319676184750.0
한국단자,A025540,10415000,319219750000.0
신한알파리츠,A293940,47630123,317216619180.0
KODEX 코스닥150선물인버스,A251340,41700000,316920000000.0
유나이티드제약,A033270,16231822,314085755700.0
한일시멘트,A300720,4144970,313774229000.0
HANARO 단기통안채,A306540,3052000,312692660000.0
효성첨단소재,A298050,4479948,310908391200.0
SBS,A034120,18252582,309381264900.0
잇츠한불,A226320,21929315,309203341500.0
일동제약,A249420,23803285,308252540750.0
세아베스틸,A001430,35862119,308055602210.0
고려제강,A002240,20000000,307000000000.0
동성제약,A002210,26070748,306331289000.0
효성화학,A298000,3190126,305614070800.0
광동제약,A009290,52420851,303516727290.0
미원상사,A002840,5088000,302736000000.0
LG헬로비전,A037560,77446865,301268304850.0
디피씨,A026890,41678175,300082860000.0
대원제약,A003220,20243603,299605324400.0
한솔제지,A213500,23800576,296317171200.0
동양,A001520,238684063,293581397490.0
모나리자,A012690,36571255,292204327450.0
조선내화,A000480,4000000,290800000000.0
일진다이아,A081000,14202975,290450838750.0
AK홀딩스,A006840,13247561,290121585900.0
경방,A000050,27415270,289231098500.0
SK렌터카,A068400,35765140,287909377000.0
삼천리,A004690,4055025,286284765000.0
하이트진로홀딩스,A000140,23206765,284282871250.0
조광피혁,A004700,6649138,279263796000.0
진흥기업,A002780,145471745,278578391675.0
아모레G3우(전환),A00279K,7092200,271631260000.0
환인제약,A016580,18600070,271561022000.0
아세아제지,A002310,8956502,268695060000.0
한국카본,A017960,43960757,266402187420.0
태림포장,A011280,70805940,263044067100.0
경농,A002100,21691750,262470175000.0
KBSTAR 대형고배당10TR,A315960,26850000,262324500000.0
금호산업,A002990,36035349,261616633740.0
삼성제약,A001360,61549713,260355285990.0
신도리코,A029530,10080029,259560746750.0
삼호,A001880,15179766,258815010300.0
JW생명과학,A234080,15834554,258103230200.0
SK증권,A001510,472590171,258034233366.0
센트랄모텍,A308170,8610000,257008500000.0
인스코비,A006490,97236911,256219260485.0
한국자산신탁,A123890,112853251,256176879770.0
코리아오토글라스,A152330,20000000,256000000000.0
송원산업,A004430,24000000,255600000000.0
해성디에스,A195870,17000000,255000000000.0
현대일렉트릭,A267260,36047135,253411359050.0
SBS미디어홀딩스,A101060,139896190,253212103900.0
TIGER 원유선물Enhanced(H),A130680,140900000,251506500000.0
도화엔지니어링,A002150,33720000,249528000000.0
코스모신소재,A005070,29247965,248022743200.0
에이블씨엔씨,A078520,27033459,247896819030.0
디티알오토모티브,A007340,9994005,247351623750.0
한화손해보험,A000370,116738915,243984332350.0
국도화학,A007690,5810616,242302687200.0
삼성출판사,A068290,10000000,241000000000.0
엘브이엠씨홀딩스,A900140,51120439,240266063300.0
엔에스쇼핑,A138250,33696000,240252480000.0
KPX케미칼,A025000,4840000,238128000000.0
모토닉,A009680,33000000,235950000000.0
경인양행,A012610,40816365,235102262400.0
일성신약,A003120,2660000,234612000000.0
KBSTAR 코스피,A302450,12500000,233375000000.0
한화3우B,A00088K,22472000,231461600000.0
광주신세계,A037710,1600000,231200000000.0
남양유업,A003920,720000,231120000000.0
넥스트사이언스,A003580,31722697,227134510520.0
삼영무역,A002810,17606686,226245915100.0
한국화장품,A123690,16068000,225755400000.0
삼성SDI우,A006405,1617896,225696492000.0
세아홀딩스,A058650,4000000,225200000000.0
현대에너지솔루션,A322000,11200000,224560000000.0
제일파마홀딩스,A002620,15973355,224425637750.0
넥센,A005720,53543977,224349263630.0
교보증권,A030610,36000000,224280000000.0
한일홀딩스,A003300,5994356,223589478800.0
신대양제지,A016590,4029782,222040988200.0
E1,A017940,6860000,221921000000.0
S&T홀딩스,A036530,16303886,221732849600.0
신한 레버리지 WTI원유 선물 ETN(H),Q500019,93000000,219015000000.0
하나 코스피 변동성추세 추종 양매도 ETN,Q700001,25000000,216625000000.0
풍산홀딩스,A005810,7835167,215858850850.0
동화약품,A000020,27931470,213675745500.0
삼익THK,A004380,21000000,211050000000.0
삼양패키징,A272550,14209804,211015589400.0
CJ4우(전환),A00104K,4226512,210902948800.0
이연제약,A102460,16770000,209625000000.0
현대차증권,A001500,29337111,209466972540.0
대상홀딩스,A084690,36212538,209308469640.0
아세아시멘트,A183190,3895809,208815362400.0
대신증권우,A003545,26000000,208520000000.0
쌍용차,A003620,149840002,208277602780.0
코스모화학,A005420,26110825,207842167000.0
TIGER 차이나CSI300레버리지(합성),A204480,11500000,207690000000.0
LS전선아시아,A229640,30624879,205492938090.0
IHQ,A003560,146235748,204730047200.0
해태제과식품,A101530,29116822,203235417560.0
삼성 인버스 2X 천연가스 선물 ETN,Q530038,10000000,200350000000.0
애경유화,A161000,32040000,199609200000.0
무림P&P,A009580,62368324,199578636800.0
신세계푸드,A031440,3872480,199045472000.0
대한제분,A001130,1690000,197730000000.0
한세예스24홀딩스,A016450,40000000,193600000000.0
용평리조트,A070960,48133333,192051998670.0
코리아써키트,A007810,23620751,191328083100.0
KINDEX 중국본토CSI300,A168580,8300000,190236000000.0
케이씨,A029460,13554044,189756616000.0
신세계 I&C,A035510,1720000,189200000000.0
예스코홀딩스,A015360,6000000,189000000000.0
ARIRANG 고배당주,A161510,22200000,188700000000.0
한국주철관,A000970,22800500,188560135000.0
KOSEF 국고채10년,A148070,1490000,187792150000.0
KPX홀딩스,A092230,4224646,187151817800.0
케이씨씨글라스,A344820,8350210,186627193500.0
경보제약,A214390,23906860,185278165000.0
QV 코스피 양매도 5% OTM ETN,Q550056,20000000,184600000000.0
신한 인버스 2X 천연가스 선물 ETN(H),Q500032,20000000,184400000000.0
TIGER 차이나CSI300,A192090,21000000,182385000000.0
에어부산,A298690,52070000,180682900000.0
S&T중공업,A003570,33252697,180562144710.0
한솔테크닉스,A004710,32109878,180457514360.0
나노메딕스,A074610,37221917,180340187865.0
일진홀딩스,A015860,49347483,179871575535.0
KISCO홀딩스,A001940,18476380,179775177400.0
코오롱글로벌,A003070,25210438,179750422940.0
유진투자증권,A001200,96866418,179202873300.0
휴비스,A079980,34500000,178710000000.0
대원강업,A000430,62000000,178560000000.0
현대리바트,A079430,20535282,178246247760.0
세화아이엠씨,A145210,59402067,177612180330.0
한창제지,A009460,59667486,177212433420.0
코오롱,A002020,12626426,176769964000.0
TIGER 미국나스닥100,A133690,3900000,175500000000.0
토니모리,A214420,17640000,173224800000.0
선진,A136490,23779604,173115517120.0
한국금융지주우,A071055,5858251,173111317050.0
아세아,A002030,2191024,171995384000.0
부국증권,A001270,10369886,169547636100.0
무학,A033920,28500000,168435000000.0
한국철강,A104700,46050000,167852250000.0
세원셀론텍,A091090,60990792,167724678000.0
HANARO 200TR,A332930,5850000,166900500000.0
AJ네트웍스,A095570,46822295,165750924300.0
현대상사,A011760,13228966,164700626700.0
KINDEX 베트남VN30(합성),A245710,15300000,163939500000.0
동부건설,A005960,21828663,163714972500.0
KBSTAR 코스닥150,A270810,17120000,163496000000.0
세방,A004360,19308690,161613735300.0
KSS해운,A044450,23185880,161605583600.0
종근당바이오,A063160,5485962,161561580900.0
국제약품,A002720,18400520,161372560400.0
효성ITX,A094280,11558200,160658980000.0
티웨이항공,A091810,46974812,160418982980.0
흥국화재,A000540,64242645,160285399275.0
신성이엔지,A011930,173730185,160005500385.0
S-Oil우,A010955,4021927,159670501900.0
깨끗한나라,A004540,37240693,159203962575.0
동아지질,A028100,11500000,158125000000.0
TIGER 중국소비테마,A150460,25980000,157698600000.0
유수홀딩스,A000700,26041812,157292544480.0
SIMPAC,A009160,65429516,155067952920.0
KBSTAR 단기통안채,A196230,1494000,154785870000.0
대한제당,A001790,8969658,154726600500.0
한국패러랠,A168490,80020000,154038500000.0
동성코퍼레이션,A102260,45444970,153376773750.0
대성홀딩스,A016710,16089459,152367176730.0
DI동일,A001530,2421420,152065176000.0
신성통상,A005390,143708390,150893809500.0
삼양통상,A002170,3000000,150600000000.0
아시아나IDT,A267850,11100000,149850000000.0
유니퀘스트,A077500,27237225,149259993000.0
동아타이어,A282690,13733015,149003212750.0
신라교역,A004970,16000000,148480000000.0
대한제강,A084010,24646734,148126871340.0
성신양회,A004980,24516073,148077080920.0
삼영전자,A005680,20000000,146200000000.0
대성산업,A128820,45235478,145884416550.0
KG케미칼,A001390,13013232,145748198400.0
일신석재,A007110,77456610,145231143750.0
신한 레버리지 천연가스 선물 ETN(H),Q500031,41000000,145140000000.0
KODEX 골드선물(H),A132030,12100000,143990000000.0
한신공영,A004960,11570702,143476704800.0
한국화장품제조,A003350,4532000,142758000000.0
현대차3우B,A005389,2428735,142566744500.0
TIGER 헬스케어,A143860,4600000,142531000000.0
현대약품,A004310,32000000,142240000000.0
팜스코,A036580,36727943,142137139410.0
TIGER 글로벌4차산업혁신기술(합성 H),A275980,12600000,141876000000.0
텔코웨어,A078000,9702706,141174372300.0
한솔홀딩스,A004150,47183679,140607363420.0
CJ씨푸드,A011150,35930773,139411399240.0
효성중공업,A298040,9324548,139401992600.0
미래에셋 코스피 양매도 5% OTM ETN,Q520026,15000000,138900000000.0
서원,A021050,47474590,138863175750.0
한화갤러리아타임월드,A027390,6000131,138603026100.0
두산우,A000155,3996462,137877939000.0
쌍방울,A102280,139359627,137408592222.0
TIGER 경기방어,A139280,14160000,136148400000.0
LG우,A003555,3314677,135901757000.0
DB금융투자,A016610,42446389,135616212855.0
삼성전기우,A009155,2906984,135174756000.0
사조산업,A007160,5000000,135000000000.0
명문제약,A017180,24625781,134949279880.0
ARIRANG 코스피50,A122090,7770000,134498700000.0
핸즈코퍼레이션,A143210,21863268,134459098200.0
알루코,A001780,74524102,134143383600.0
NH투자증권우,A005945,18870968,132662905040.0
CJ제일제당 우,A097955,1327433,132610556700.0
계룡건설,A013580,8930907,132177423600.0
코스맥스비티아이,A044820,9603921,131573717700.0
DB,A012030,201173933,131567752182.0
큐로,A015590,158618494,131177494538.0
노루페인트,A090350,20000000,130800000000.0
마니커,A027740,158472594,130739890050.0
자화전자,A033240,17900000,130670000000.0
신일산업,A002700,71047521,130372201035.0
삼익악기,A002450,90530915,129459208450.0
삼화페인트,A000390,26438751,129417686145.0
HANARO MSCI Korea TR,A332940,13000000,128830000000.0
아모레G우,A002795,6443770,128553211500.0
사조동아원,A008040,141144600,127030140000.0
KTB투자증권,A030210,60314092,126961163660.0
LS네트웍스,A000680,78803016,126872855760.0
SG세계물산,A004060,202424960,126718024960.0
삼광글라스,A005090,4854418,126700309800.0
동양물산,A002900,126004610,126004610000.0
일신방직,A003200,2400000,126000000000.0
백산,A035150,24200000,125840000000.0
백광산업,A001340,44918407,125546947565.0
GS글로벌,A001250,82533764,125451321280.0
태경산업,A015890,29228750,125099050000.0
진양홀딩스,A100250,55895292,124925977620.0
유화증권,A003460,11340483,124745313000.0
신원,A009270,85042499,124587261035.0
샘표식품,A248170,4568286,124257379200.0
이수페타시스,A007660,41268398,124217877980.0
HDC아이콘트롤스,A039570,16460000,124108400000.0
대성에너지,A117580,27500000,123750000000.0
KBSTAR 코스닥150선물레버리지,A278240,17830000,123027000000.0
아남전자,A008700,77124820,123014087900.0
사조대림,A003960,9164467,122345634450.0
한국ANKOR유전,A152550,70020000,121134600000.0
KODEX 배당가치,A325020,14500000,121002500000.0
써니전자,A004770,33725245,120905003325.0
삼일제약,A000520,6500000,120575000000.0
STX엔진,A077970,23008904,119876389840.0
TIGER 미국S&P500선물(H),A143850,3750000,119662500000.0
노루홀딩스,A000320,13291151,119221624470.0
디씨엠,A024090,11700000,118755000000.0
대영포장,A014160,108394549,118692031155.0
크라운해태홀딩스,A005740,14847347,118333355590.0
부산산업,A011390,1056000,118272000000.0
TIGER 200선물레버리지,A267770,16700000,117568000000.0
NPC,A004250,36720000,117504000000.0
대신 골드 커버드콜 타겟 5%인컴 ETN(H),Q510011,10000000,117400000000.0
대림산업우,A000215,3800000,117040000000.0
KODEX 단기변동금리부채권액티브,A273140,1141000,116279310000.0
이아이디,A093230,548342542,116248618904.0
코오롱플라스틱,A138490,38000000,115900000000.0
동일산업,A004890,2425215,115318973250.0
비티원,A101140,39661591,114621997990.0
세진중공업,A075580,38372720,113775114800.0
자이에스앤디,A317400,26782520,113423972200.0
BYC,A001460,624615,113367622500.0
이수화학,A005950,15278000,113057200000.0
STX,A011810,19726902,113035148460.0
세아제강,A306200,2836300,111750220000.0
세아제강지주,A003030,4141657,110582241900.0
극동유화,A014530,34869420,110536061400.0
보락,A002760,59900000,110515500000.0
삼성물산우B,A02826K,1627440,109689456000.0
S&TC,A100840,7506711,109597980600.0
보해양조,A000890,127449373,109479011407.0
TIGER 코스피,A277630,5800000,109069000000.0
동양철관,A008970,118885290,108898925640.0
카프로,A006380,40000000,107400000000.0
상상인증권,A001290,96108437,107160907255.0
두산솔루스1우,A33637K,7366400,106076160000.0
화성산업,A002460,12450800,105458276000.0
코오롱머티리얼,A144620,68658635,105047711550.0
인천도시가스,A034590,4374754,104556620600.0
고려개발,A004200,15219444,103796608080.0
TIGER 코스닥150 레버리지,A233160,14000000,103460000000.0
HSD엔진,A082740,32947142,103454025880.0
신한 S&P500 VIX S/T 선물 ETN B,Q500045,3000000,103425000000.0
