0,1,2,3,4,5,6
휠라홀딩스,A081660,60752222,1950146326200.0,7.349999904632568,61674,1000
제일기획,A030000,115041225,1949948763750.0,14.119999885559082,23008,200
SKC,A011790,37534555,1914262305000.0,32.04999923706055,187672,5000
GS건설,A006360,80097804,1906327735200.0,4.289999961853027,400489,5000
NHN,A181710,19565025,1809764812500.0,146.58999633789062,9782,500
한미사이언스,A008930,66011149,1795503252800.0,58.36000061035156,33005,500
에코프로비엠,A247540,20964166,1794532609600.0,49.08000183105469,10482,500
KODEX 단기채권,A153130,17533000,1793362905000.0,0.0,0,0
팬오션,A028670,534569207,1785461151380.0,11.760000228881836,534569,1000
녹십자,A006280,11686538,1770510507000.0,0.0,58432,5000
대우조선해양,A042660,107205752,1768894908000.0,0.0,541028,5000
휴젤,A145020,4319765,1765055979000.0,42.90999984741211,2209,500
SK머티리얼즈,A036490,10547673,1757242321800.0,13.710000038146973,5273,500
부광약품,A003000,64837978,1753867304900.0,0.0,33289,500
대한항공,A003490,94844634,1726172338800.0,0.0,474223,5000
포스코인터내셔널,A047050,123375149,1714914571100.0,8.1899995803833,616875,5000
동서,A026960,99700000,1709855000000.0,12.489999771118164,49850,500
헬릭스미스,A084990,26765714,1686239982000.0,0.0,13382,500
TIGER 단기통안채,A157450,16765000,1684547200000.0,0.0,0,0
메리츠화재,A000060,113680000,1682464000000.0,5.590000152587891,56840,500
현대엘리베이,A017800,27199334,1672759041000.0,34.470001220703125,135996,5000
키움증권,A039490,22099740,1664110422000.0,5.269999980926514,110498,5000
원익IPS,A240810,49083901,1605043562700.0,36.939998626708984,24541,500
제넥신,A095700,23786197,1586539339900.0,0.0,11893,500
F&F,A007700,15400000,1586200000000.0,14.390000343322754,7700,500
메지온,A140410,8705952,1538341718400.0,0.0,4352,500
현대백화점,A069960,23402441,1523498909100.0,7.840000152587891,117012,5000
LG생활건강우,A051905,2099697,1488685173000.0,0.0,10498,5000
BNK금융지주,A138930,325935246,1471597635690.0,2.609999895095825,1629676,5000
리노공업,A058470,15242370,1469364468000.0,27.829999923706055,7621,500
컴투스,A078340,12866420,1452618818000.0,12.979999542236328,6433,500
대우건설,A047040,415622638,1446366780240.0,6.929999828338623,2078113,5000
메리츠금융지주,A138040,140224314,1444310434200.0,3.619999885559082,71442,500
한화생명,A088350,868530000,1424389200000.0,14.130000114440918,4342650,5000
한화,A000880,74958735,1416720091500.0,20.559999465942383,374793,5000
효성,A004800,21071025,1399116060000.0,13.489999771118164,105355,5000
한전KPS,A051600,45000000,1397250000000.0,9.109999656677246,9000,200
아이티엠반도체,A084850,22835442,1379260696800.0,0.0,11417,500
신세계인터내셔날,A031430,7140000,1378020000000.0,18.6200008392334,35700,5000
현대로템,A064350,85000000,1368500000000.0,0.0,425000,5000
KODEX WTI원유선물(H),A261220,281250000,1333125000000.0,0.0,0,0
코미팜,A041960,64185876,1331856927000.0,0.0,6418,100
HDC현대산업개발,A294870,65907330,1328032699500.0,2.140000104904175,329536,5000
현대차우,A005385,24356685,1322567995500.0,0.0,125549,5000
KODEX 종합채권(AA-이상)액티브,A273130,11900000,1313581500000.0,0.0,0,0
NHN한국사이버결제,A060250,22971393,1304775122400.0,53.130001068115234,11485,500
에스에프에이,A056190,35908760,1296306236000.0,9.819999694824219,17954,500
KBSTAR 200,A148020,51000000,1294890000000.0,0.0,0,0
솔브레인,A036830,17398271,1289211881100.0,10.989999771118164,8699,500
파라다이스,A034230,90942672,1282291675200.0,84.93000030517578,47032,500
KCC,A002380,8886471,1270765353000.0,0.0,48084,5000
DB하이텍,A000990,44398588,1269799616800.0,12.15999984741211,221992,5000
KG동부제철,A016380,100008897,1265112547050.0,0.0,500044,5000
한올바이오파마,A009420,52240638,1258999375800.0,65.66000366210938,26120,500
대웅제약,A069620,11586575,1251350100000.0,56.869998931884766,28966,2500
NICE평가정보,A030190,60714820,1220367882000.0,29.90999984741211,30357,500
더블유게임즈,A192080,18265502,1218308983400.0,11.039999961853027,9132,500
파미셀,A005690,59958950,1214168737500.0,277.3900146484375,29979,500
SK네트웍스,A001740,248187647,1211155717360.0,0.0,620469,2500
고영,A098460,13730951,1198712022300.0,40.43000030517578,6865,500
LG화학우,A051915,7688800,1191764000000.0,0.0,38444,5000
한화에어로스페이스,A012450,50630000,1187273500000.0,9.170000076293945,265650,5000
HMM,A011200,316552195,1182322448325.0,0.0,1582760,5000
KODEX 코스닥150 레버리지,A233740,133900000,1156226500000.0,0.0,0,0
LS ELECTRIC,A010120,30000000,1147500000000.0,11.039999961853027,150000,5000
SK케미칼,A285130,11741396,1144786110000.0,120.80999755859375,58706,5000
현대미포조선,A010620,39942149,1132359924150.0,21.260000228881836,199710,5000
지누스,A013890,14206749,1129436545500.0,14.020000457763672,7103,500
두산인프라코어,A042670,208161279,1126152519390.0,4.690000057220459,1040806,5000
이노션,A214320,20000000,1122000000000.0,15.239999771118164,10000,500
녹십자홀딩스,A005250,47028210,1116919987500.0,395.8299865722656,25321,500
한솔케미칼,A014680,11295195,1105799590500.0,12.779999732971191,56475,5000
LS,A006260,32200000,1102850000000.0,43.5099983215332,161000,5000
만도,A204320,46957120,1101144464000.0,9.960000038146973,46957,1000
종근당,A185750,10885685,1099454185000.0,20.399999618530273,27214,2500
KODEX 인버스,A114800,158900000,1095615500000.0,0.0,0,0
영원무역,A111770,44311468,1087846539400.0,6.539999961853027,22155,500
신풍제약,A019170,52984990,1075595297000.0,654.8300170898438,26492,500
태영건설,A009410,76400000,1016120000000.0,11.539999961853027,38200,500
차바이오텍,A085660,52480564,1010250857000.0,21.770000457763672,26240,500
두산솔루스,A336370,30589758,1007932526100.0,0.0,3058,100
대웅,A003090,58141980,1005856254000.0,16.100000381469727,29070,500
코리안리,A003690,120369116,1005082118600.0,5.320000171661377,60184,500
이오테크닉스,A039030,12319550,996651595000.0,82.29000091552734,6159,500
두산중공업,A034020,253140778,991046145870.0,0.0,1265703,5000
TRUE 코스피 양매도 5% OTM ETN,Q570019,98900000,990978000000.0,0.0,0,0
영진약품,A003520,182892731,987620747400.0,192.85000610351562,91446,500
SKC코오롱PI,A178920,29366322,985240103100.0,55.630001068115234,14683,500
KODEX 200TR,A278530,118950000,967658250000.0,0.0,0,0
콜마비앤에이치,A200130,29543558,961642812900.0,17.649999618530273,14771,500
젬백스,A082270,39261403,957978233200.0,0.0,19630,500
한국콜마,A161890,22881180,957577383000.0,32.560001373291016,11440,500
클래시스,A214150,64709168,954460228000.0,23.979999542236328,6470,100
영풍,A000670,1842040,954176720000.0,4.090000152587891,9210,5000
코스맥스,A192820,10049509,952693453200.0,29.93000030517578,5024,500
티씨케이,A064760,11675000,945675000000.0,20.190000534057617,5837,500
KODEX 삼성그룹,A102780,146800000,939520000000.0,0.0,0,0
한화시스템,A272210,110230389,931446787050.0,0.0,551151,5000
현대오토에버,A307950,21000000,922950000000.0,16.440000534057617,10500,500
동국제약,A086450,8892000,922100400000.0,16.649999618530273,22230,2500
오리온홀딩스,A001800,62645422,920887703400.0,19.040000915527344,31322,500
대상,A001680,34648025,916440261250.0,8.880000114440918,34648,1000
SFA반도체,A036540,164460303,916043887710.0,38.40999984741211,82487,500
RFHIC,A218410,23847620,914556227000.0,45.810001373291016,11923,500
톱텍,A108230,38023245,914459042250.0,242.9199981689453,19147,500
삼양식품,A003230,7533015,907728307500.0,15.239999771118164,37665,5000
HANARO 200,A293180,35550000,903325500000.0,0.0,0,0
롯데정밀화학,A004000,25800000,903000000000.0,5.360000133514404,129000,5000
OCI,A010060,23849371,901506223800.0,0.0,127246,5000
롯데리츠,A330590,171968884,899397263320.0,0.0,85984,500
에이치엘비생명과학,A067630,47070453,899045652300.0,0.0,23535,500
에이비엘바이오,A298380,46246225,892552142500.0,0.0,23123,500
동진쎄미켐,A005290,51414494,889470746200.0,15.199999809265137,25707,500
메디톡스,A086900,5977449,887053431600.0,33.849998474121094,2988,500
롯데제과,A280360,6416717,885506946000.0,23.260000228881836,3208,500
한국테크놀로지그룹,A000240,93020173,884621845230.0,5.840000152587891,46510,500
GKL,A114090,61855670,884536081000.0,12.220000267028809,30927,500
현대위아,A011210,27195083,883840197500.0,16.0,135975,5000
동원산업,A006040,3677641,882633840000.0,18.989999771118164,18388,5000
다우기술,A023590,44866617,877142362350.0,4.730000019073486,22433,500
JB금융지주,A175330,196982894,871649305950.0,2.5399999618530273,984914,5000
신라젠,A215600,71617125,866567212500.0,0.0,35808,500
롯데관광개발,A032350,69275662,865945775000.0,0.0,34637,500
NICE,A034310,37882300,859928210000.0,29.440000534057617,18941,500
쿠쿠홈시스,A284740,22437330,859349739000.0,13.25,2243,100
금호타이어,A073240,287260287,858908258130.0,0.0,1436301,5000
태광산업,A003240,1113400,858431400000.0,6.300000190734863,5567,5000
동원F&B,A049770,3859124,852866404000.0,12.979999542236328,19295,5000
대한유화,A006650,6500000,851500000000.0,8.0,41000,5000
롯데칠성,A005300,7993460,847306760000.0,0.0,3996,500
아난티,A025980,84723118,847231180000.0,0.0,8472,100
아시아나항공,A020560,223235294,846061764260.0,0.0,1116176,5000
제이앤티씨,A204270,57848466,833017910400.0,0.0,28924,500
삼천당제약,A000250,22105813,823441534250.0,78.75,11052,500
DGB금융지주,A139130,169145833,812745727565.0,2.4800000190734863,845729,5000
코오롱인더,A120110,26978840,810714142000.0,27.510000228881836,134894,5000
현대그린푸드,A005440,97704482,809970155780.0,14.770000457763672,48852,500
GS홈쇼핑,A028150,6562500,807187500000.0,7.360000133514404,32812,5000
KODEX 단기채권PLUS,A214980,7829000,801689600000.0,0.0,0,0
한섬,A020000,24630000,796780500000.0,9.34000015258789,12315,500
현대홈쇼핑,A057050,12000000,788400000000.0,9.170000076293945,60000,5000
덕산네오룩스,A213420,24010012,780325390000.0,31.639999389648438,4802,200
아주캐피탈,A033660,57545890,776869515000.0,7.639999866485596,287729,5000
아이에스동서,A010780,30892606,775404410600.0,11.729999542236328,15446,500
화승엔터프라이즈,A241590,60536670,771842542500.0,12.359999656677246,30268,500
국일제지,A078130,126348384,763144239360.0,0.0,12634,100
JYP Ent.,A035900,35494992,756043329600.0,24.1200008392334,17942,500
서울반도체,A046890,58305400,752139660000.0,21.790000915527344,29152,500
동아에스티,A170900,8443868,747282318000.0,10.529999732971191,42219,5000
TIGER TOP10,A292150,90000000,737100000000.0,0.0,0,0
SK가스,A018670,9230244,733804398000.0,4.610000133514404,46151,5000
JW중외제약,A001060,20920054,731155887300.0,0.0,52300,2500
포스코 ICT,A022100,152034729,729006525555.0,18.579999923706055,76017,500
네패스,A033640,23059202,726364863000.0,23.770000457763672,11629,500
네이처셀,A007390,61190399,725106228150.0,740.6199951171875,30595,500
KG이니시스,A035600,27904434,714353510400.0,14.279999732971191,13952,500
KODEX MSCI Korea TR,A278540,87600000,709560000000.0,0.0,0,0
천보,A278280,10000000,699000000000.0,30.329999923706055,5000,500
애경산업,A018250,26409935,693260793750.0,16.600000381469727,26409,1000
휴켐스,A069260,40878588,688804207800.0,9.789999961853027,40878,1000
오스코텍,A039200,29200311,683287277400.0,0.0,14600,500
롯데하이마트,A071840,23607712,681082491200.0,0.0,118038,5000
에스티팜,A237690,18656000,680011200000.0,0.0,9328,500
제일약품,A271980,14704872,679365086400.0,0.0,7352,500
웹젠,A069080,35310884,677968972800.0,15.899999618530273,17655,500
매일유업,A267980,7843638,672984140400.0,10.460000038146973,3921,500
셀리버리,A268600,8009607,672006027300.0,0.0,4004,500
아프리카TV,A067160,11494767,670144916100.0,19.489999771118164,5747,500
종근당홀딩스,A001630,5009861,653786860500.0,14.510000228881836,12524,2500
일양약품,A007570,19085664,653683992000.0,67.0199966430664,47714,2500
빙그레,A005180,9851241,652152154200.0,15.880000114440918,49756,5000
에스엘,A005850,48203277,650744239500.0,7.019999980926514,24101,500
엘앤씨바이오,A290650,7384332,649821216000.0,88.62000274658203,3692,500
대한전선,A001440,856473009,649206540822.0,0.0,428236,500
지트리비앤티,A115450,25231922,647198799300.0,0.0,12615,500
QV 코스피 변동성 매칭형 양매도 ETN,Q550057,70000000,646800000000.0,0.0,0,0
보령제약,A003850,44200000,645320000000.0,20.020000457763672,22100,500
하림지주,A003380,93584198,643859282240.0,11.579999923706055,9358,100
후성,A093370,92606819,641765255670.0,79.6500015258789,46303,500
나노스,A151910,148625347,640575245570.0,0.0,14862,100
대덕전자,A008060,78006972,640437240120.0,10.34000015258789,39003,500
엔지켐생명과학,A183490,7864262,637005222000.0,0.0,3932,500
아모레퍼시픽우,A090435,10557830,636637149000.0,0.0,5278,500
유비케어,A032620,52197139,634195238850.0,93.45999908447266,26098,500
SPC삼립,A005610,8629009,633369260600.0,31.350000381469727,43145,5000
한전기술,A052690,38220000,630630000000.0,23.8700008392334,7644,200
쿠쿠홀딩스,A192400,7112437,629450674500.0,7.920000076293945,3556,500
ARIRANG 200,A152100,24500000,625240000000.0,0.0,0,0
한진,A002320,11974656,622682112000.0,0.0,59873,5000
씨에스윈드,A112610,17285715,615371454000.0,19.280000686645508,8642,500
CMG제약,A058820,138892244,611820334820.0,176.1999969482422,69446,500
에스엠,A041510,23449501,610859501050.0,0.0,11724,500
레고켐바이오,A141080,10767101,608341206500.0,49.90999984741211,5383,500
동원시스템즈,A014820,25618511,607158710700.0,16.06999969482422,128092,5000
케어젠,A214370,10743000,603756600000.0,21.5,5371,500
미래에셋생명,A085620,177016189,598314718820.0,6.110000133514404,885080,5000
두산,A000150,16523835,590727101250.0,1.9600000381469727,99290,5000
락앤락,A115390,54186600,590633940000.0,36.09000015258789,27500,500
에코마케팅,A230360,16198937,588021413100.0,18.6200008392334,1619,100
LIG넥스원,A079550,22000000,587400000000.0,0.0,110000,5000
효성티앤씨,A298020,4327682,586400911000.0,6.289999961853027,21638,5000
롯데정보통신,A286940,15396331,584290761450.0,10.3100004196167,76981,5000
남선알미늄,A008350,110179090,583949177000.0,40.45000076293945,55089,500
서흥,A008490,11569113,581926383900.0,18.34000015258789,6084,500
유비쿼스홀딩스,A078070,18696628,580530299400.0,83.0199966430664,10348,500
레몬,A294140,34500000,574425000000.0,0.0,17250,500
TIGER MSCI Korea TR,A310970,56300000,572289500000.0,0.0,0,0
HDC,A012630,59741721,571130852760.0,2.2200000286102295,298708,5000
넥센타이어,A002350,97667877,570380401680.0,5.139999866485596,50833,500
아미코젠,A092040,19207010,565646444500.0,5890.0,9603,500
EDGC,A245620,36172940,562489217000.0,0.0,3617,100
KINDEX 200,A105190,22050000,560180250000.0,0.0,0,0
두산퓨얼셀,A336260,55493726,557711946300.0,0.0,5549,100
안랩,A053800,10013855,552764796000.0,28.8700008392334,5182,500
S&T모티브,A064960,14623136,549098756800.0,226.1999969482422,73115,5000
비에이치,A090460,32850890,548609863000.0,9.640000343322754,16425,500
풀무원,A017810,38090950,548509680000.0,173.49000549316406,19045,500
네오위즈,A095660,21915008,544587948800.0,22.5,10957,500
영원무역홀딩스,A009970,13635592,543378341200.0,4.489999771118164,6817,500
롯데손해보험,A000400,310336320,541536878400.0,0.0,310336,1000
크리스탈,A083790,42071371,540617117350.0,0.0,21035,500
바디텍메드,A206640,23477551,537635917900.0,46.06999969482422,23477,1000
와이지엔터테인먼트,A122870,18203809,537012365500.0,0.0,9101,500
휴온스,A243070,9880744,536524399200.0,14.039999961853027,4940,500
에이프로젠제약,A003060,241658328,535273196520.0,0.0,120829,500
엠씨넥스,A097520,17863482,535011285900.0,6.329999923706055,8931,500
유안타증권,A003470,199596576,532922857920.0,7.0,997982,5000
풍산,A103140,28024278,532461282000.0,30.200000762939453,140121,5000
SK디스커버리,A006120,19037855,527348583500.0,3.130000114440918,104884,5000
동아쏘시오홀딩스,A000640,6138297,527279712300.0,26.670000076293945,30691,5000
에스앤에스텍,A101490,19735331,526933337700.0,52.13999938964844,9867,500
다우데이타,A032190,38300000,524710000000.0,7.679999828338623,19150,500
실리콘웍스,A108320,16264300,524523675000.0,13.600000381469727,8132,500
코웰패션,A033290,88500234,518611371240.0,10.3100004196167,46532,500
동양생명,A082640,161358585,516347472000.0,4.480000019073486,806792,5000
삼화콘덴서,A001820,10395000,515592000000.0,17.389999389648438,10395,1000
LG상사,A001120,38760000,515508000000.0,18.040000915527344,193800,5000
서울바이오시스,A092190,38223653,514108132850.0,91.48999786376953,19111,500
하나투어,A039130,13939185,511568089500.0,0.0,6969,500
KODEX 코스닥150선물인버스,A251340,75100000,507300500000.0,0.0,0,0
에이프로젠 KIC,A007460,155951289,506841689250.0,40.619998931884766,77975,500
현대에이치씨엔,A126560,112876596,506251533060.0,13.380000114440918,56438,500
LG하우시스,A108670,8967670,505776588000.0,48.7400016784668,44838,5000
동화기업,A025900,20198382,502939711800.0,18.15999984741211,10599,500
녹십자셀,A031390,12111150,500190495000.0,45.380001068115234,6055,500
제이콘텐트리,A036420,16385071,499744665500.0,391.0199890136719,81925,5000
KH바텍,A060720,23405851,499714918850.0,0.0,11702,500
한일현대시멘트,A006390,16821290,499592313000.0,12.079999923706055,84106,5000
메드팩토,A235980,10157421,499237242150.0,0.0,5078,500
코엔텍,A029960,50000000,498500000000.0,20.639999389648438,25000,500
지역난방공사,A071320,11578744,498464929200.0,0.0,57893,5000
위메이드,A112040,16800000,498120000000.0,0.0,8680,500
대신증권,A003540,50773400,495548384000.0,8.930000305175781,254867,5000
녹십자랩셀,A144510,10554054,494457429900.0,0.0,5277,500
유틸렉스,A263050,7430734,494143811000.0,0.0,3715,500
경동나비엔,A009450,12739510,493656012500.0,17.719999313354492,12739,1000
한진중공업,A097230,83274281,491318257900.0,1.1299999952316284,416371,5000
에코프로,A086520,22090191,490402240200.0,23.020000457763672,11045,500
코오롱티슈진,A950160,61117550,489551575500.0,0.0,0,0
KOSEF 200,A069660,19150000,488708000000.0,0.0,0,0
에이스침대,A003800,11090000,486851000000.0,11.489999771118164,11090,1000
파마리서치프로덕트,A214450,9627643,486195971500.0,30.09000015258789,4813,500
삼성 코스피 양매도 5% OTM ETN,Q530060,50000000,479750000000.0,0.0,0,0
엘앤에프,A066970,24758729,476605533250.0,0.0,12379,500
오스템임플란트,A048260,14285717,470714375150.0,0.0,7142,500
SK디앤디,A210980,18990164,470006559000.0,10.460000038146973,18990,1000
한국토지신탁,A034830,252489230,467105075500.0,4.320000171661377,252489,1000
덴티움,A145720,11068830,463783977000.0,31.360000610351562,6184,500
다원시스,A068240,26932183,457847111000.0,107.58999633789062,13466,500
서진시스템,A178320,18100666,454326716600.0,9.329999923706055,9050,500
메가스터디교육,A215200,11821880,452186910000.0,10.989999771118164,1182,100
화승인더,A006060,55320000,448092000000.0,7.590000152587891,27660,500
수젠텍,A253840,13568691,447088368450.0,0.0,6784,500
엔케이맥스,A182400,31474018,446931055600.0,0.0,15737,500
CJ CGV,A079160,21161313,446503704300.0,0.0,10580,500
뉴지랩,A214870,26239398,446069766000.0,0.0,13119,500
텔콘RF제약,A200230,85377382,444816160220.0,0.0,8537,100
SK바이오랜드,A052260,15000000,444000000000.0,40.939998626708984,7500,500
BGF,A027410,95716791,442690158375.0,16.450000762939453,95716,1000
한세실업,A105630,40000000,442000000000.0,0.0,20000,500
한국아트라스비엑스,A023890,9150000,438285000000.0,8.25,9150,1000
롯데푸드,A002270,1131870,437467755000.0,11.649999618530273,5659,5000
한미반도체,A042700,51501501,437247743490.0,25.190000534057617,12716,200
KODEX 코스닥 150,A229200,40900000,436607500000.0,0.0,0,0
테스나,A131970,6850000,434975000000.0,20.610000610351562,3425,500
제주항공,A089590,26356758,434886507000.0,0.0,131783,5000
대한해운,A005880,24427109,433581184750.0,4.789999961853027,122135,5000
필룩스,A033180,86659669,433298345000.0,0.0,43479,500
파트론,A091700,54156410,432709715900.0,7.090000152587891,27078,500
스카이라이프,A053210,47821966,431832352980.0,7.909999847412109,119554,2500
코오롱생명과학,A102940,11412356,431387056800.0,0.0,5706,500
메디포스트,A078160,15617842,431052439200.0,0.0,7808,500
디오,A039840,15523602,430003775400.0,21.1200008392334,7761,500
상상인,A038540,55328313,428241142620.0,3.430000066757202,57187,1000
오이솔루션,A138080,10624095,426026209500.0,8.6899995803833,5312,500
KODEX 코스피,A226490,21900000,424531500000.0,0.0,0,0
이월드,A084680,98139897,423964355040.0,45.470001220703125,98139,1000
에치에프알,A230240,11982020,423564407000.0,411.0400085449219,5991,500
